url,price,lat,long,beds,area,furnished,available
https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-4bed25bath2kitchen-cozy/6910942687.html,3700,49.333204,-123.069220,4,2267,True,
https://vancouver.craigslist.org/van/apa/d/vancouver-new-available-now-furnished-1/6918231122.html,2500,49.263310,-123.100326,1,583,True,jun 22
https://vancouver.craigslist.org/bnc/apa/d/burnaby-basement-suite-garden-floor-3/6906044666.html,1800,49.258668,-122.943142,3,1150,False,jul 1
https://vancouver.craigslist.org/van/apa/d/vancouver-4bed2bath-charming-house/6910944226.html,3800,49.261462,-123.181638,,1650,False,
https://vancouver.craigslist.org/rds/apa/d/surrey-2-bedroom-basement-suit/6918231306.html,1400,49.178965,-122.873095,2,,False,jul 15
https://vancouver.craigslist.org/van/apa/d/vancouver-luxury-studio-downtown/6916430077.html,1700,49.275500,-123.125200,,420,True,sep 1
https://vancouver.craigslist.org/rds/apa/d/aldergrove-fully-revocated-2-bedrooms/6918231847.html,950,49.057703,-122.472456,2,,False,jun 15
https://vancouver.craigslist.org/bnc/apa/d/coquitlam-rent/6918229566.html,300,1.386049,-61.168717,,,False,
https://vancouver.craigslist.org/bnc/apa/d/burnaby-2-bedroom-great-view-private/6901788984.html,2565,49.228862,-122.997667,2,979,True,jun 1
https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-luxury-downtown/6916418628.html,2700,49.275500,-123.125200,,565,True,jul 1
https://vancouver.craigslist.org/bnc/apa/d/burnaby-burnaby-brentwood-malltwo/6905227227.html,1800,49.268038,-122.990064,2,850,False,jul 1
https://vancouver.craigslist.org/van/apa/d/vancouver-for-one-person-only-attic/6916443146.html,1350,49.244752,-123.026941,1,650,False,jul 1
https://vancouver.craigslist.org/van/apa/d/vancouver-kerrisdale-3br-suite-basement/6916548821.html,2350,49.226963,-123.150904,3,1350,False,jul 1
https://vancouver.craigslist.org/rds/apa/d/surrey-unique-opportunity-brand-new-3br/6918234945.html,2395,49.112786,-122.833328,3,1900,False,jul 1
https://vancouver.craigslist.org/rch/apa/d/richmond-richmond-2-bedroom-suite-for/6918234610.html,950,49.135684,-123.162400,2,,True,jun 23
https://vancouver.craigslist.org/rds/apa/d/rent-surreys-city-centre-suite-with/6910907043.html,1880,49.186998,-122.841063,3,,False,jul 6
https://vancouver.craigslist.org/van/apa/d/vancouver-brand-new-2-bedroom-laneway/6918235394.html,2000,49.220166,-123.039554,2,1000,False,jun 22
https://vancouver.craigslist.org/van/apa/d/vancouver-carpet-and-lvp-flooring-water/6898009254.html,2250,49.281626,-123.126374,1,536,True,
https://vancouver.craigslist.org/bnc/apa/d/new-westminster-move-in-now-studio/6903237553.html,1390,49.208421,-122.922131,,,False,jun 2
https://vancouver.craigslist.org/van/apa/d/vancouver-kitsilano-1b-apt-1210/6918237869.html,1207,49.267260,-123.183291,1,700,False,aug 1
https://vancouver.craigslist.org/van/apa/d/vancouver-yaletown-furnished-luxury/6910345180.html,4495,49.274737,-123.116188,2,1190,True,jul 7
https://vancouver.craigslist.org/rds/apa/d/surrey-central-location-amazing-2/6918238330.html,1650,49.198613,-122.842362,,900,False,jul 1
https://vancouver.craigslist.org/rds/apa/d/surrey-south-surrey-coach-house-for/6916706941.html,1200,49.050168,-122.835871,1,450,False,jun 20
https://vancouver.craigslist.org/van/apa/d/newly-renovated-1-bed-spacious-den/6916675229.html,1900,49.232971,-123.065825,1,700,False,jul 1
https://vancouver.craigslist.org/van/apa/d/vancouver-laneway-house-for-rent/6913681070.html,1600,49.213115,-123.125694,1,500,False,aug 15
https://vancouver.craigslist.org/van/apa/d/vancouver-cambie-village/6918241521.html,1100,49.256658,-123.120990,,420,True,jun 30
https://vancouver.craigslist.org/rds/apa/d/surrey-1-bedroom-basement-suite/6918195346.html,975,49.138162,-122.819446,1,,False,jun 1
https://vancouver.craigslist.org/van/apa/d/vancouver-large-2-bedroom-recently/6918236686.html,1475,49.208744,-123.123469,2,,False,jun 23
https://vancouver.craigslist.org/rds/apa/d/surrey-2-bedroom-basement-for-rent/6918159633.html,1450,49.109229,-122.867667,,,False,jun 30
https://vancouver.craigslist.org/rch/apa/d/richmond-intriguing-one-bedroom/6916673702.html,1650,49.166834,-123.121505,1,679,False,jul 1
https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-east-side/6918159959.html,1175,49.279395,-123.068167,,,False,jun 22
https://vancouver.craigslist.org/rds/apa/d/surrey-2-bedroom-basement-for-rent-in/6918237224.html,1300,49.178898,-122.876716,2,,False,jul 1
https://vancouver.craigslist.org/van/apa/d/vancouver-arbutus-walk-1-bedroom-for/6918160133.html,2150,49.262029,-123.156639,1,684,False,jul 1
https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-newer-large-2-bedroom-1/6908398729.html,1595,49.278570,-122.756081,2,980,False,sep 1
https://vancouver.craigslist.org/van/apa/d/vancouver-yaletown-one-bedroom-for-rent/6918160370.html,2100,49.278854,-123.119800,1,568,False,jul 1
https://vancouver.craigslist.org/van/apa/d/vancouver-yaletown-two-bedroom-with/6918160684.html,3700,49.273470,-123.126661,2,1128,False,jul 1
https://vancouver.craigslist.org/bnc/apa/d/new-westminster-new-westminster-near/6907967172.html,1485,49.208522,-122.925965,1,,False,jun 8
https://vancouver.craigslist.org/rds/apa/d/langley-langley-townhouse-brand-new/6901756441.html,2200,49.143629,-122.643299,,1400,True,jul 1
https://vancouver.craigslist.org/van/apa/d/vancouver-2300-kingsway-4818-eldorado/6918163833.html,2200,49.239700,-123.040700,2,900,False,aug 1
https://vancouver.craigslist.org/rch/apa/d/richmond-basement-available-on-francis/6918229764.html,1000,49.148316,-123.154610,1,500,False,jul 15
https://vancouver.craigslist.org/van/apa/d/vancouver-2-bedroom-for-rent-in-yaletown/6916624985.html,3300,49.273926,-123.127924,2,1060,False,
https://vancouver.craigslist.org/van/apa/d/vancouver-brand-new-apartment-with/6918164578.html,2400,49.284275,-123.117371,1,,True,jul 1
https://vancouver.craigslist.org/pml/apa/d/vancouver-amazing-1br-apartment-with/6912366628.html,2275,49.290192,-123.129470,1,619,True,
https://vancouver.craigslist.org/van/apa/d/vancouver-executive-1-br-den-balcony/6905628669.html,2500,49.278153,-123.111029,1,626,True,
https://vancouver.craigslist.org/rds/apa/d/ilford-brand-new-1-bedroom-apt/6913499850.html,1350,56.185986,-96.459961,1,705,False,
https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-westend-2-beds-2/6911534524.html,2800,49.284668,-123.131382,2,750,False,jun 15
https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-new-renovation-ground/6910650089.html,1800,49.330702,-123.128790,1,706,False,jun 15
https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-west-vancouver-cozy/6915860102.html,4650,49.335190,-123.141932,3,2400,False,aug 1
https://vancouver.craigslist.org/van/apa/d/langley-fort-langley-3-bdrm-bath-den/6918172436.html,3500,49.166413,-122.591929,3,2300,False,jul 1
https://vancouver.craigslist.org/rds/apa/d/surrey-2-br-basement-with-own-laundry/6905165200.html,1200,49.063882,-122.817210,2,950,False,jul 1
https://vancouver.craigslist.org/van/apa/d/vancouver-2-bedroom-plus-den-kits-condo/6918176628.html,2450,49.259947,-123.143971,2,900,True,may 15
https://vancouver.craigslist.org/van/apa/d/deluxe-top-floor-large-1-bedroom-den/6902089385.html,1600,49.246642,-123.088245,1,,False,jul 1
https://vancouver.craigslist.org/bnc/apa/d/900-1br-one-bedroom-basement-for-rent/6907046381.html,900,49.223444,-122.936391,1,,False,jun 16
https://vancouver.craigslist.org/bnc/apa/d/new-westminster-650-1br-one-bedroom/6909989177.html,650,49.206202,-122.907427,1,,False,apr 30
https://vancouver.craigslist.org/pml/apa/d/coquitlam-2-bedroom-bsmt-with-brand-new/6914897983.html,1380,49.302990,-122.807497,2,1490,True,
https://vancouver.craigslist.org/van/apa/d/vancouver-pet-friendly-marpole-rental-1/6913120415.html,1850,49.210481,-123.143359,1,,False,jul 1
https://vancouver.craigslist.org/van/apa/d/vancouver-open-house-sunday-2-4pm-2/6918179645.html,1430,49.251431,-123.034212,2,900,False,
https://vancouver.craigslist.org/van/apa/d/vancouver-ultra-high-end-3-bedroom/6918181241.html,10000,49.276925,-123.118491,3,1600,True,
https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-2-bed-3-bath-townhome-in/6918181419.html,2150,49.259967,-122.782815,2,1100,False,
https://vancouver.craigslist.org/van/apa/d/vancouver-new-high-end-fully-furnished/6918181574.html,3120,49.284869,-123.122853,1,650,True,
https://vancouver.craigslist.org/rch/apa/d/richmond-newly-renovated-room-looking/6901770157.html,675,49.150310,-123.191923,,,True,jun 1
